Date,Mkt-RF,SMB,HML,RMW,CMA,RF,Date1,LT_Rev,Date2,ST_Rev,Date3,Mom
200107,   -2.13,   -2.86,    4.95,    7.29,    2.90,    0.30,196901,   2.55,196402,   0.22,196501,  -1.38
200108,   -6.40,    2.54,    2.86,    3.81,    6.53,    0.31,196902,   2.45,196403,   0.29,196502,   0.24
200109,   -9.24,   -5.74,    1.52,    5.03,    3.35,    0.28,196903,   0.02,196404,   3.52,196503,   0.17
200110,    2.48,    5.34,   -7.31,   -2.98,   -4.36,    0.22,196904,   0.11,196405,  -1.28,196504,   2.53
200111,    7.53,   -0.36,    2.17,   -3.49,   -1.68,    0.17,196905,   1.50,196406,   0.51,196505,   0.55
200112,    1.61,    5.11,    0.83,    0.26,   -0.28,    0.15,196906,   1.49,196407,   1.83,196506,  -3.18
200201,   -1.44,    1.28,    3.42,    4.73,    2.83,    0.14,196907,   3.03,196408,  -1.14,196507,   4.09
200202,   -2.28,   -0.38,    2.34,    8.03,    5.10,    0.13,196908,  -4.55,196409,   1.25,196508,   2.58
200203,    4.24,    4.15,    1.08,   -1.83,    0.66,    0.13,196909,  -1.03,196410,   1.02,196509,   3.29
200204,   -5.21,    6.63,    4.01,    4.59,    5.35,    0.15,196910,  -1.67,196411,  -0.65,196510,   3.45
200205,   -1.36,   -3.07,    1.52,    2.31,    2.53,    0.14,196911,  -0.51,196412,   0.86,196511,   4.40
200206,   -7.23,    3.76,    0.37,    3.92,    2.66,    0.13,196912,   0.18,196501,   3.06,196512,  -0.10
200207,   -8.19,   -6.33,   -3.51,    3.84,   -1.10,    0.15,197001,   4.15,196502,  -0.53,196601,   5.28
200208,    0.50,   -1.28,    3.01,    1.37,   -1.40,    0.14,197002,   2.38,196503,   1.41,196602,   4.58
200209,  -10.34,    3.05,    1.26,    3.29,   -2.29,    0.14,197003,   5.19,196504,   0.41,196603,   1.47
200210,    7.84,   -4.29,   -3.76,   -3.16,    0.73,    0.14,197004,   6.86,196505,   0.20,196604,   5.88
200211,    5.96,    2.94,   -1.16,   -9.25,    5.16,    0.12,197005,   4.08,196506,   0.24,196605,  -4.71
200212,   -5.76,    0.55,    2.11,    6.32,   -1.79,    0.11,197006,   3.21,196507,   2.64,196606,   3.23
200301,   -2.57,    0.71,   -0.79,   -0.93,    0.69,    0.10,197007,   1.61,196508,  -1.43,196607,  -1.30
200302,   -1.88,   -0.87,   -1.36,    0.79,   -0.68,    0.09,197008,  -0.55,196509,  -1.35,196608,  -2.21
200303,    1.09,    0.77,   -2.11,    1.68,   -0.81,    0.10,197009,  -7.54,196510,  -1.23,196609,  -1.86
200304,    8.18,    1.14,    1.22,   -4.68,    0.98,    0.10,197010,   0.88,196511,  -2.42,196610,  -5.20
200305,    6.05,    4.78,    0.70,   -6.94,    3.07,    0.09,197011,   2.01,196512,   2.66,196611,   5.73
200306,    1.42,    1.65,    0.14,    0.44,   -0.40,    0.10,197012,   1.07,196601,   0.45,196612,   0.99
200307,    2.33,    4.40,   -1.53,   -3.89,    1.52,    0.07,197101,   1.32,196602,  -2.73,196701,  -7.00
200308,    2.33,    2.37,    1.64,   -2.29,    2.15,    0.07,197102,  -0.37,196603,  -0.36,196702,   3.51
200309,   -1.24,    0.57,    0.14,    0.90,    0.41,    0.08,197103,  -1.93,196604,  -0.86,196703,   1.39
200310,    6.08,    2.63,    2.21,   -1.38,    1.65,    0.07,197104,   1.52,196605,   3.39,196704,   0.52
200311,    1.35,    2.31,    1.72,    0.21,    1.68,    0.07,197105,  -0.65,196606,   2.51,196705,   0.66
200312,    4.29,   -2.51,    1.51,    0.57,    0.85,    0.08,197106,  -1.01,196607,   1.31,196706,   6.01
200401,    2.15,    2.46,    2.42,   -3.60,    3.33,    0.07,197107,  -2.89,196608,   0.25,196707,  -1.10
200402,    1.40,   -0.92,    0.95,    2.13,   -1.17,    0.06,197108,   1.86,196609,   1.02,196708,  -1.32
200403,   -1.32,    2.11,    0.23,    1.65,   -0.98,    0.09,197109,  -1.70,196610,  -1.44,196709,   2.39
200404,   -1.82,   -2.06,   -3.23,    3.46,   -2.83,    0.08,197110,  -0.03,196611,   8.96,196710,   3.68
200405,    1.18,   -0.40,   -0.18,   -1.17,    0.01,    0.06,197111,  -0.87,196612,   0.23,196711,   1.22
200406,    1.86,    2.52,    1.21,    1.12,   -0.31,    0.08,197112,   0.78,196701,   3.54,196712,   3.20
200407,   -4.04,   -2.92,    3.22,    5.21,   -1.68,    0.10,197201,   2.96,196702,   1.25,196801,  -4.46
200408,    0.08,   -1.18,    1.08,    1.21,   -1.35,    0.11,197202,  -0.99,196703,   1.87,196802,  -3.34
200409,    1.60,    3.22,   -0.05,   -1.49,   -1.72,    0.11,197203,  -1.56,196704,   0.55,196803,   3.19
200410,    1.42,    0.15,   -0.26,   -0.53,    0.41,    0.11,197204,  -0.32,196705,   1.80,196804,   5.11
200411,    4.53,    4.12,    1.57,   -0.52,   -0.18,    0.15,197205,  -1.20,196706,  -1.08,196805,   3.75
200412,    3.41,   -0.04,   -0.23,   -1.07,    0.39,    0.16,197206,  -1.15,196707,   0.02,196806,  -2.09
200501,   -2.75,   -1.11,    2.06,    2.80,   -1.41,    0.16,197207,  -0.25,196708,   0.64,196807,  -0.89
200502,    1.88,   -0.30,    1.41,    1.32,   -0.21,    0.16,197208,   3.07,196709,  -0.57,196808,   1.90
200503,   -1.93,   -1.41,    2.07,    0.44,    1.34,    0.21,197209,  -1.25,196710,  -2.43,196809,  -0.64
200504,   -2.60,   -3.97,    0.05,    0.97,   -0.85,    0.21,197210,   0.19,196711,   0.22,196810,  -1.46
200505,    3.65,    2.76,   -0.58,   -1.02,    0.28,    0.24,197211,   1.40,196712,  -0.05,196811,   1.74
200506,    0.58,    3.26,    2.80,    0.87,   -0.52,    0.23,197212,  -2.33,196801,   3.72,196812,   0.32
200507,    3.92,    2.76,   -0.78,   -1.19,   -0.78,    0.24,197301,  -0.09,196802,  -0.78,196901,  -0.15
200508,   -1.20,   -0.94,    1.34,   -1.96,    0.38,    0.30,197302,  -0.22,196803,   1.48,196902,  -2.55
200509,    0.48,   -0.31,    0.78,    0.26,   -0.61,    0.29,197303,   0.87,196804,  -0.73,196903,   4.06
200510,   -2.04,   -1.50,    0.43,   -0.70,   -1.26,    0.27,197304,   2.48,196805,  -2.02,196904,   1.24
200511,    3.61,    0.90,   -1.19,   -0.79,   -1.09,    0.31,197305,  -2.52,196806,   3.65,196905,   1.81
200512,   -0.24,   -0.25,    0.15,    0.18,    0.20,    0.32,197306,  -0.35,196807,  -1.37,196906,  -2.31
200601,    3.03,    5.83,    0.99,   -0.66,   -0.35,    0.35,197307,   0.59,196808,   0.63,196907,   1.82
200602,   -0.30,   -0.46,   -0.31,   -0.54,    1.98,    0.34,197308,   0.32,196809,  -0.17,196908,   2.14
200603,    1.47,    3.34,    0.61,    0.03,   -0.44,    0.37,197309,   5.71,196810,   1.34,196909,   2.43
200604,    0.73,   -0.79,    2.26,    1.74,   -0.13,    0.36,197310,   2.23,196811,   3.31,196910,  -4.36
200605,   -3.56,   -2.90,    2.38,    0.87,    1.53,    0.43,197311,  -2.23,196812,   2.36,196911,   3.67
200606,   -0.34,   -0.24,    0.85,    1.32,   -0.13,    0.40,197312,   2.56,196901,   2.41,196912,   5.27
200607,   -0.77,   -3.60,    2.62,    1.63,    0.84,    0.40,197401,   7.66,196902,   2.29,197001,   0.56
200608,    2.03,    0.45,   -1.95,   -1.81,    2.14,    0.42,197402,   4.36,196903,   0.17,197002,   0.27
200609,    1.84,   -1.39,    0.06,    0.78,    0.46,    0.41,197403,  -0.27,196904,  -1.05,197003,  -0.36
200610,    3.22,    1.98,   -0.33,   -0.11,    0.32,    0.41,197404,   1.22,196905,   1.37,197004,  -0.83
200611,    1.70,    0.63,    0.04,    0.20,   -0.80,    0.42,197405,  -2.90,196906,   0.20,197005,  -2.66
200612,    0.85,   -0.81,    2.74,   -0.65,    1.88,    0.40,197406,  -1.92,196907,  -1.64,197006,   5.64
200701,    1.38,    0.02,   -0.68,    0.19,    0.40,    0.44,197407,   3.21,196908,   3.16,197007,  -3.12
200702,   -1.96,    1.33,   -0.08,   -0.52,   -0.66,    0.38,197408,   2.03,196909,   0.55,197008,  -6.68
200703,    0.71,    0.14,   -0.88,    0.55,   -0.67,    0.43,197409,   0.84,196910,  -0.33,197009,  -8.64
200704,    3.49,   -2.08,   -1.44,    1.18,    1.01,    0.44,197410,  -5.23,196911,   0.98,197010,   9.45
200705,    3.24,    0.33,   -0.59,    1.47,   -1.26,    0.41,197411,   0.04,196912,  -2.85,197011,   2.59
200706,   -1.96,    0.70,   -1.05,    0.49,    0.06,    0.40,197412,  -3.99,197001,  -0.27,197012,  -2.30
200707,   -3.72,   -3.05,   -3.68,    0.26,   -1.16,    0.40,197501,  14.67,197002,   2.85,197101,  -6.86
200708,    0.94,   -0.33,   -1.87,   -1.27,   -0.57,    0.42,197502,   0.14,197003,   0.66,197102,   0.82
200709,    3.22,   -2.44,   -2.17,   -0.49,   -2.94,    0.32,197503,   4.97,197004,  -4.53,197103,  -1.40
200710,    1.79,   -0.03,   -2.87,   -0.33,    0.06,    0.32,197504,  -1.91,197005,  -3.23,197104,   1.36
200711,   -4.80,   -2.91,   -1.09,    1.75,   -0.36,    0.34,197505,   1.99,197006,  -0.09,197105,   0.93
200712,   -0.87,    0.18,   -0.51,    0.90,   -1.07,    0.27,197506,   2.47,197007,   3.99,197106,   2.69
200801,   -6.32,   -0.63,    4.00,    2.12,    2.06,    0.21,197507,   0.91,197008,   1.45,197107,  -2.32
200802,   -3.09,   -0.64,   -0.72,    1.07,   -0.97,    0.13,197508,  -2.39,197009,   0.55,197108,   3.44
200803,   -0.94,    0.59,    0.31,    0.89,    0.47,    0.17,197509,  -1.45,197010,   6.74,197109,   2.10
200804,    4.61,   -1.16,   -0.96,    1.81,   -2.56,    0.18,197510,   0.81,197011,  -0.47,197110,   0.50
200805,    1.87,    3.04,   -1.50,    0.92,    0.14,    0.18,197511,   2.20,197012,   2.49,197111,   1.51
200806,   -8.43,    1.16,   -2.51,    4.98,   -0.69,    0.17,197512,  -0.36,197101,   1.95,197112,  -0.62
200807,   -0.75,    3.71,    5.20,   -1.36,    0.99,    0.15,197601,   9.20,197102,   1.66,197201,   0.07
200808,    1.53,    3.28,    1.52,    1.83,    0.66,    0.13,197602,   4.97,197103,   0.10,197202,   2.53
200809,   -9.35,    0.38,    5.66,    2.40,    1.70,    0.15,197603,   0.28,197104,   0.78,197203,   2.94
200810,  -17.20,   -3.06,   -1.89,    2.73,    1.38,    0.08,197604,  -1.79,197105,   0.50,197204,   2.79
200811,   -7.74,   -4.00,   -6.21,    4.67,    2.39,    0.03,197605,  -3.40,197106,  -0.96,197205,   3.33
200812,    1.77,    3.33,    0.05,    0.03,   -1.52,    0.00,197606,   1.82,197107,   1.35,197206,   1.90
200901,   -8.09,   -2.09,  -11.02,    0.00,   -1.16,    0.00,197607,   0.30,197108,   5.63,197207,   2.68
200902,  -10.14,   -1.17,   -6.60,    1.01,   -0.62,    0.01,197608,   0.35,197109,   0.31,197208,  -5.36
200903,    9.01,    0.59,    3.48,   -2.58,   -2.00,    0.02,197609,  -0.38,197110,  -1.25,197209,   1.83
200904,   10.17,    7.14,    5.38,    1.34,    0.50,    0.01,197610,  -1.70,197111,  -0.81,197210,   0.70
200905,    5.20,   -2.24,    0.41,   -0.81,   -1.99,    0.00,197611,   1.29,197112,   3.69,197211,  -5.08
200906,    0.42,    2.27,   -2.76,   -1.41,   -0.37,    0.01,197612,   2.79,197201,  -0.60,197212,   4.95
200907,    7.74,    2.31,    4.89,   -0.26,    3.08,    0.01,197701,   0.86,197202,  -0.15,197301,   3.80
200908,    3.33,   -0.10,    7.60,   -2.85,    3.30,    0.01,197702,  -1.49,197203,   1.45,197302,   2.22
200909,    4.08,    2.72,    1.15,    1.15,    0.34,    0.01,197703,  -0.75,197204,   0.15,197303,   3.55
200910,   -2.55,   -4.85,   -4.17,    4.22,   -1.48,    0.00,197704,   0.21,197205,  -0.88,197304,   6.35
200911,    5.58,   -2.76,   -0.33,    0.90,    0.00,    0.00,197705,   0.26,197206,  -1.73,197305,   7.19
200912,    2.74,    6.14,   -0.11,    0.71,   -0.09,    0.01,197706,   3.21,197207,  -2.35,197306,   4.33
201001,   -3.35,    0.40,    0.33,   -1.08,    0.51,    0.00,197707,   1.37,197208,   0.77,197307, -11.67
201002,    3.39,    1.49,    3.18,   -0.29,    1.42,    0.00,197708,   3.41,197209,   1.48,197308,   3.59
201003,    6.30,    1.83,    2.19,   -0.61,    1.74,    0.01,197709,   0.42,197210,  -0.91,197309,  -6.98
201004,    2.00,    4.96,    2.96,    0.61,    1.75,    0.01,197710,  -1.28,197211,   3.28,197310,   6.78
201005,   -7.90,    0.08,   -2.48,    1.30,   -0.24,    0.01,197711,   3.19,197212,   3.86,197311,   8.93
201006,   -5.57,   -2.42,   -4.73,   -0.10,   -1.58,    0.01,197712,  -1.79,197301,  -1.43,197312,  10.16
201007,    6.92,    0.04,   -0.50,    0.17,    2.02,    0.01,197801,   1.45,197302,  -2.18,197401,  -8.92
201008,   -4.77,   -3.06,   -1.73,    0.60,   -1.60,    0.01,197802,  -0.68,197303,   0.42,197402,   0.37
201009,    9.55,    3.65,   -3.02,   -0.19,    0.38,    0.01,197803,   0.71,197304,  -0.66,197403,  -1.00
201010,    3.87,    0.73,   -2.46,    1.28,   -0.38,    0.01,197804,   1.88,197305,  -1.09,197404,   2.06
201011,    0.59,    3.54,   -0.90,    0.32,    1.79,    0.01,197805,  -0.06,197306,   0.04,197405,  -0.29
201012,    6.82,    0.97,    3.56,   -3.42,    3.17,    0.01,197806,   0.05,197307,   9.53,197406,   2.32
201101,    1.98,   -2.31,    0.61,   -0.64,    0.81,    0.01,197807,   0.66,197308,   1.66,197407,   3.00
201102,    3.48,    1.65,    1.18,   -1.83,    0.84,    0.01,197808,  -0.66,197309,   1.66,197408,   3.03
201103,    0.46,    2.56,   -1.84,    1.73,   -0.07,    0.01,197809,  -0.63,197310,   1.91,197409,   4.24
201104,    2.90,   -0.53,   -2.44,    1.12,   -0.86,    0.00,197810,  -0.27,197311,  -4.73,197410,  -0.53
201105,   -1.27,   -0.72,   -1.85,    1.92,   -1.43,    0.00,197811,  -0.87,197312,   0.53,197411,   2.20
201106,   -1.74,    0.06,   -0.20,    2.27,   -1.42,    0.00,197812,   0.16,197401,   9.26,197412,   2.98
201107,   -2.35,   -1.11,   -0.91,    2.68,   -1.73,    0.00,197901,  -0.55,197402,   0.78,197501, -13.80
201108,   -5.96,   -3.09,   -2.43,    3.41,   -0.26,    0.01,197902,   0.87,197403,   4.17,197502,  -0.58
201109,   -7.57,   -3.49,   -1.53,    1.99,    0.15,    0.00,197903,  -0.29,197404,  -1.33,197503,  -2.07
201110,   11.34,    3.25,    0.06,   -2.25,   -0.73,    0.00,197904,  -0.44,197405,  -2.62,197504,   1.51
201111,   -0.27,   -0.30,   -0.52,    1.94,    1.44,    0.00,197905,   0.71,197406,  -0.97,197505,  -0.58
201112,    0.75,   -0.29,    1.54,    1.06,    2.47,    0.00,197906,  -2.60,197407,   0.88,197506,  -0.04
201201,    5.05,    2.02,   -0.93,   -2.06,   -1.48,    0.00,197907,  -1.99,197408,   2.01,197507,   0.34
201202,    4.40,   -1.67,    0.42,   -0.36,   -0.08,    0.00,197908,  -1.64,197409,   3.21,197508,  -0.16
201203,    3.11,   -0.48,    1.19,   -0.61,    0.70,    0.00,197909,   0.16,197410,   8.76,197509,   0.40
201204,   -0.84,   -0.50,   -0.77,    1.30,    0.66,    0.00,197910,   1.50,197411,  -0.33,197510,  -0.22
201205,   -6.17,   -0.08,   -0.95,    2.03,    2.36,    0.01,197911,  -2.10,197412,  -0.56,197511,  -0.50
201206,    3.90,    0.89,    0.55,   -1.06,    0.45,    0.00,197912,  -0.41,197501,  14.65,197512,  -0.10
201207,    0.79,   -2.81,   -0.06,    1.04,    0.01,    0.00,198001,  -0.57,197502,   4.52,197601,   4.37
201208,    2.54,    0.44,    1.23,   -1.50,   -0.86,    0.01,198002,  -0.04,197503,   3.51,197602,   0.38
201209,    2.73,    0.57,    1.62,   -1.30,    1.56,    0.01,198003,   2.67,197504,  -0.46,197603,   0.22
201210,   -1.76,   -0.83,    3.52,   -1.40,    2.52,    0.01,198004,   0.01,197505,   3.80,197604,   0.53
201211,    0.78,    0.40,   -0.86,    0.38,    0.81,    0.01,198005,   0.86,197506,   3.25,197605,  -1.07
201212,    1.18,    1.92,    3.48,   -1.72,    0.80,    0.01,198006,  -2.77,197507,   1.25,197606,  -0.44
201301,    5.57,    0.42,    1.01,   -2.01,    1.52,    0.00,198007,  -1.56,197508,   0.63,197607,  -0.15
201302,    1.29,   -0.25,    0.21,   -0.59,    0.61,    0.00,198008,  -1.47,197509,  -0.38,197608,  -0.78
201303,    4.03,    0.88,   -0.22,    0.27,    1.41,    0.00,198009,  -1.81,197510,   1.56,197609,   0.20
201304,    1.56,   -2.24,    0.44,    0.39,    0.43,    0.00,198010,  -2.53,197511,  -2.54,197610,  -0.43
201305,    2.81,    2.04,    2.67,   -2.00,   -0.95,    0.00,198011,  -7.82,197512,   3.49,197611,   2.82
201306,   -1.20,    1.54,   -0.05,   -0.28,   -0.06,    0.00,198012,   3.48,197601,   2.92,197612,   0.73
201307,    5.65,    1.75,    0.58,   -1.35,    0.57,    0.00,198101,   7.64,197602,  -2.44,197701,   4.05
201308,   -2.71,   -0.03,   -2.73,    0.71,   -2.17,    0.00,198102,   2.51,197603,   4.44,197702,   0.34
201309,    3.77,    2.65,   -1.18,   -0.54,   -1.32,    0.00,198103,   1.44,197604,   2.12,197703,   0.68
201310,    4.17,   -1.50,    1.22,    2.75,    0.89,    0.00,198104,   2.79,197605,  -0.88,197704,   4.19
201311,    3.12,    1.44,    0.19,    0.26,    0.06,    0.00,198105,   1.64,197606,   0.64,197705,   2.01
201312,    2.80,   -0.44,    0.00,   -0.58,    0.08,    0.00,198106,   1.08,197607,   1.69,197706,   1.60
201401,   -3.30,    0.60,   -1.99,   -3.91,   -1.54,    0.00,198107,  -3.52,197608,  -2.00,197707,   0.38
201402,    4.68,    0.13,   -0.35,   -0.25,   -0.54,    0.00,198108,   1.22,197609,  -0.28,197708,  -1.63
201403,    0.41,   -1.13,    4.90,    2.02,    1.92,    0.00,198109,   5.19,197610,   1.16,197709,   2.10
201404,   -0.19,   -4.07,    1.22,    3.40,    0.93,    0.00,198110,  -4.89,197611,   0.59,197710,  -0.12
201405,    2.04,   -1.86,   -0.10,   -0.09,   -0.96,    0.00,198111,   0.72,197612,   3.62,197711,   2.14
201406,    2.61,    3.06,   -0.71,   -1.83,   -1.91,    0.00,198112,   1.30,197701,   0.55,197712,   1.59
201407,   -2.03,   -4.20,   -0.08,    0.93,    0.51,    0.00,198201,   6.34,197702,   1.34,197801,  -0.58
201408,    4.24,    0.29,   -0.57,   -0.64,   -0.69,    0.00,198202,   5.96,197703,   1.09,197802,   1.96
201409,   -1.96,   -3.66,   -1.47,    1.20,   -0.59,    0.00,198203,   3.91,197704,  -1.13,197803,   1.45
201410,    2.51,    3.66,   -1.63,   -0.39,    0.21,    0.00,198204,  -1.73,197705,  -0.33,197804,   0.49
201411,    2.56,   -2.30,   -3.13,    1.57,    0.14,    0.00,198205,   1.55,197706,   0.14,197805,   2.77
201412,   -0.05,    2.83,    2.12,   -1.21,    0.90,    0.00,198206,   1.91,197707,   1.03,197806,   2.78
201501,   -3.09,   -0.93,   -3.45,    1.58,   -1.64,    0.00,198207,   2.21,197708,  -0.73,197807,   4.19
201502,    6.14,    0.36,   -1.79,   -1.10,   -1.75,    0.00,198208,  -0.88,197709,   0.73,197808,   3.00
201503,   -1.09,    3.08,   -0.38,    0.07,   -0.62,    0.00,198209,  -0.68,197710,   1.60,197809,  -3.20
201504,    0.60,   -3.01,    1.80,    0.05,   -0.62,    0.00,198210,  -0.60,197711,   2.20,197810,  -8.42
201505,    1.38,    0.82,   -1.11,   -1.76,   -0.83,    0.00,198211,   1.10,197712,  -0.11,197811,   5.45
201506,   -1.54,    2.90,   -0.82,    0.35,   -1.54,    0.00,198212,   1.00,197801,   1.03,197812,   3.01
201507,    1.57,   -4.58,   -4.16,    0.31,   -2.44,    0.00,198301,   0.09,197802,   1.16,197901,  -1.43
201508,   -6.02,    0.29,    2.75,    0.66,    1.29,    0.00,198302,  -0.38,197803,  -0.27,197902,  -0.99
201509,   -3.06,   -2.80,    0.55,    1.80,   -0.59,    0.00,198303,   1.01,197804,   0.15,197903,   2.91
201510,    7.75,   -2.06,   -0.47,    0.95,    0.61,    0.00,198304,   3.03,197805,   0.03,197904,   0.87
201511,    0.57,    3.30,   -0.43,   -2.65,   -1.06,    0.00,198305,  -2.01,197806,   1.32,197905,  -0.55
201512,   -2.15,   -2.95,   -2.57,    0.34,    0.12,    0.01,198306,  -0.84,197807,   0.87,197906,   0.77
201601,   -5.74,   -3.44,    2.08,    2.78,    3.05,    0.01,198307,   1.45,197808,   0.80,197907,  -1.07
201602,   -0.07,    0.87,   -0.61,    3.31,    1.94,    0.02,198308,   0.07,197809,   3.73,197908,  -0.29
201603,    6.95,    1.00,    1.22,    0.68,    0.01,    0.02,198309,   0.78,197810,  -1.88,197909,   5.28
201604,    0.91,    1.23,    3.22,   -2.85,    1.77,    0.01,198310,   1.09,197811,   9.02,197910,   2.04
201605,    1.78,   -0.62,   -1.62,   -1.10,   -2.54,    0.01,198311,  -1.31,197812,  -0.42,197911,   8.03
201606,   -0.03,    0.42,   -1.49,    1.45,    1.90,    0.02,198312,   1.31,197901,   5.64,197912,   4.72
201607,    3.94,    2.47,   -1.24,    1.31,   -1.16,    0.02,198401,   4.13,197902,   1.27,198001,   7.45
201608,    0.49,    1.66,    3.17,   -1.85,   -0.36,    0.02,198402,   0.25,197903,   1.54,198002,   7.89
201609,    0.27,    1.81,   -1.19,   -2.18,    0.03,    0.02,198403,   0.87,197904,  -0.42,198003,  -9.58
201610,   -2.01,   -4.02,    4.11,    0.99,    0.25,    0.02,198404,  -1.66,197905,   1.09,198004,  -0.48
201611,    4.85,    6.96,    8.29,   -0.24,    3.71,    0.01,198405,  -0.21,197906,   1.27,198005,  -1.18
201612,    1.81,    0.44,    3.47,    1.24,   -0.32,    0.03,198406,  -3.58,197907,   0.64,198006,   1.58
201701,    1.94,   -1.44,   -2.76,   -0.51,   -1.06,    0.04,198407,  -1.54,197908,   0.83,198007,   0.29
201702,    3.55,   -2.30,   -1.50,    0.45,   -1.80,    0.04,198408,  -1.80,197909,  -1.64,198008,   3.06
201703,    0.17,    0.75,   -3.33,    0.63,   -0.95,    0.03,198409,   1.75,197910,  -1.96,198009,   5.43
201704,    1.08,    0.41,   -2.05,    1.79,   -1.60,    0.05,198410,  -1.51,197911,   1.39,198010,   7.13
201705,    1.07,   -2.99,   -3.82,    0.99,   -1.66,    0.06,198411,   0.89,197912,  -1.96,198011,  15.15
201706,    0.78,    2.52,    1.50,   -2.26,    0.04,    0.06,198412,  -2.98,198001,  -3.41,198012,  -6.71
201707,    1.88,   -1.64,   -0.23,   -0.75,   -0.15,    0.07,198501,  -1.76,198002,  -4.94,198101,  -7.82
201708,    0.18,   -1.83,   -2.13,    0.20,   -2.38,    0.09,198502,  -0.14,198003,   8.51,198102,  -1.35
201709,    2.49,    4.76,    3.15,   -1.54,    1.63,    0.09,198503,  -1.05,198004,   1.39,198103,   0.82
201710,    2.25,   -1.91,    0.13,    0.92,   -3.14,    0.09,198504,  -0.05,198005,   2.88,198104,  -1.08
201711,    3.12,   -0.38,   -0.09,    3.19,   -0.10,    0.08,198505,  -3.82,198006,   2.24,198105,   3.56
201712,    1.06,   -1.05,    0.05,    0.73,    1.79,    0.09,198506,  -2.29,198007,   2.95,198106,  -5.67
201801,    5.58,   -3.21,   -1.32,   -0.75,   -1.05,    0.11,198507,   1.53,198008,  -0.81,198107,  -2.44
201802,   -3.64,    0.34,   -1.10,    0.53,   -2.36,    0.11,198508,   0.05,198009,  -1.47,198108,  -1.10
201803,   -2.35,    3.61,   -0.21,   -0.41,    0.08,    0.12,198509,  -0.77,198010,  -2.06,198109,   2.13
201804,    0.29,    0.89,    0.53,   -2.42,    1.24,    0.14,198510,  -2.52,198011,  -9.74,198110,   3.83
201805,    2.63,    4.71,   -3.14,   -1.98,   -1.49,    0.14,198511,  -2.25,198012,   6.42,198111,  -0.21
201806,    0.49,    0.77,   -2.33,    0.83,    0.20,    0.14,198512,  -3.05,198101,  -2.26,198112,   1.28
201807,    3.20,   -1.93,    0.49,    1.53,    0.31,    0.16,198601,  -2.76,198102,  -2.37,198201,   1.77
201808,    3.46,    0.65,   -3.91,   -0.29,   -2.57,    0.16,198602,  -3.57,198103,   1.63,198202,   4.87
201809,    0.06,   -2.49,   -1.62,    0.65,    1.36,    0.15,198603,  -2.53,198104,  -1.44,198203,   2.90
201810,   -7.64,   -4.38,    3.38,    1.03,    3.60,    0.19,198604,  -1.19,198105,  -3.82,198204,  -0.46
201811,    1.71,   -0.81,    0.36,   -0.61,    0.40,    0.18,198605,  -1.48,198106,   4.75,198205,   2.51
201812,   -9.55,   -2.81,   -1.92,   -0.03,    0.24,    0.19,198606,  -6.39,198107,  -0.57,198206,   4.89
201901,    8.36,    2.91,   -0.39,   -0.73,   -1.65,    0.21,198607,  -3.83,198108,  -0.62,198207,   4.40
201902,    3.42,    1.72,   -2.66,    0.16,   -1.54,    0.18,198608,   4.66,198109,  -1.27,198208,  -3.60
201903,    1.10,   -3.52,   -4.14,    0.88,   -0.90,    0.19,198609,   3.90,198110,   4.46,198209,   4.14
201904,    3.97,   -1.15,    2.13,    1.61,   -2.18,    0.21,198610,   0.83,198111,   2.77,198210,   0.01
201905,   -6.92,   -1.56,   -2.45,   -0.48,    1.76,    0.21,198611,   0.19,198112,   1.64,198211,   5.92
201906,    6.99,    0.19,   -0.64,    0.45,   -0.55,    0.18,198612,   0.54,198201,  -1.37,198212,  -0.02
201907,    1.22,   -1.82,    0.50,   -0.13,    0.37,    0.19,198701,   3.29,198202,  -4.35,198301,  -1.63
201908,   -2.55,   -3.25,   -4.77,    0.53,   -0.62,    0.16,198702,  -0.07,198203,  -1.84,198302,   3.69
201909,    1.42,    0.29,    6.76,    1.82,    3.38,    0.18,198703,   3.91,198204,   1.64,198303,   0.88
201910,    2.07,    0.25,   -1.92,    0.43,   -1.03,    0.15,198704,   3.63,198205,   2.11,198304,   1.63
201911,    3.87,    0.39,   -2.00,   -1.64,   -1.14,    0.12,198705,   2.11,198206,   0.17,198305,  -1.55
201912,    2.76,    0.99,    1.73,    0.05,    1.19,    0.14,198706,  -1.57,198207,  -2.87,198306,   1.83
202001,   -0.09,   -4.37,   -6.22,   -1.19,   -2.19,    0.13,198707,   2.25,198208,   1.30,198307,  -3.08
202002,   -8.15,    0.08,   -3.82,   -1.43,   -2.53,    0.12,198708,  -2.87,198209,   4.35,198308,  -5.38
202003,  -13.35,   -8.18,  -13.83,   -1.61,    1.19,    0.12,198709,   2.98,198210,   3.05,198309,  -0.01
202004,   13.58,    2.57,   -1.34,    2.76,   -1.02,    0.00,198710,  -5.68,198211,  -4.51,198310,  -4.46
202005,    5.59,    1.92,   -5.00,    0.96,   -3.16,    0.01,198711,  -0.40,198212,   3.85,198311,  -0.14
202006,    2.44,    1.95,   -2.17,    0.14,    0.55,    0.01,198712,   2.65,198301,   3.18,198312,   0.81
202007,    5.83,   -3.19,   -1.44,    0.38,    0.97,    0.01,198801,  -1.63,198302,   2.65,198401,  -2.57
202008,    7.62,   -0.89,   -3.02,    4.27,   -1.51,    0.01,198802,   1.36,198303,   0.34,198402,   0.45
