Date,Mkt-RF,SMB,HML,RMW,CMA,RF,Date1,LT_Rev,Date2,ST_Rev,Date3,Mom
198205,   -3.93,    0.41,    1.78,    0.96,   -0.12,    1.06,194911,  -1.83,194412,  -1.72,194511,   4.31
198206,   -3.08,   -0.51,    1.56,    0.09,    2.53,    0.96,194912,   3.42,194501,   3.32,194512,   1.23
198207,   -3.20,    1.01,    0.07,    1.00,    1.44,    1.05,195001,   2.24,194502,   0.89,194601,   3.77
198208,   11.15,   -4.46,    1.09,   -1.85,    0.17,    0.76,195002,  -0.02,194503,   3.63,194602,  -1.43
198209,    1.32,    2.55,    0.23,    2.16,   -0.02,    0.51,195003,  -0.64,194504,   4.08,194603,   2.70
198210,   11.24,    1.96,   -3.62,    0.20,   -0.30,    0.59,195004,   2.88,194505,   2.15,194604,   3.04
198211,    4.68,    4.39,   -1.80,   -1.02,    0.29,    0.63,195005,  -2.86,194506,  -0.05,194605,  -0.53
198212,    0.56,   -0.14,   -0.06,    0.00,    1.00,    0.67,195006,  -3.14,194507,   3.44,194606,  -2.51
198301,    3.59,    3.41,   -0.72,   -1.52,   -0.56,    0.69,195007,   7.59,194508,   1.93,194607,   0.22
198302,    2.59,    2.88,    0.66,   -0.36,    1.01,    0.62,195008,  -3.21,194509,   0.12,194608,  -0.05
198303,    2.81,    1.37,    2.06,   -0.19,    2.80,    0.63,195009,   0.32,194510,  -1.23,194609,   0.70
198304,    6.65,    0.43,    0.43,   -0.07,    1.51,    0.71,195010,  -0.45,194511,  -1.85,194610,   0.91
198305,    0.51,    6.26,   -1.40,   -1.81,   -1.43,    0.69,195011,   0.78,194512,   2.35,194611,   0.28
198306,    3.07,    1.16,   -3.89,    2.55,   -0.78,    0.67,195012,   7.38,194601,   1.88,194612,   0.09
198307,   -4.06,    1.05,    5.54,   -0.07,    2.88,    0.74,195101,   2.73,194602,   2.88,194701,  -6.32
198308,   -0.50,   -4.32,    5.59,    0.52,    1.85,    0.76,195102,  -3.15,194603,  -1.16,194702,  -0.50
198309,    0.91,    0.30,    0.99,    1.21,    0.50,    0.76,195103,  -2.89,194604,  -4.50,194703,   4.10
198310,   -3.43,   -3.75,    4.96,   -0.82,    3.00,    0.76,195104,  -0.31,194605,   2.19,194704,   5.41
198311,    2.16,    1.87,   -0.73,   -0.68,    0.64,    0.70,195105,  -1.67,194606,   1.53,194705,   3.37
198312,   -1.77,   -0.42,    1.75,    1.55,    1.33,    0.73,195106,  -4.57,194607,  -0.60,194706,  -1.84
198401,   -1.92,    0.00,    7.48,   -0.88,    2.88,    0.76,195107,   1.07,194608,  -1.07,194707,  -3.38
198402,   -4.76,   -1.58,    3.41,    1.04,    1.51,    0.71,195108,  -0.51,194609,  -2.95,194708,   3.40
198403,    0.65,   -0.25,    0.53,   -0.97,    1.15,    0.73,195109,   1.25,194610,   1.13,194709,   0.10
198404,   -0.51,   -0.94,    1.19,    3.30,    0.77,    0.81,195110,  -0.61,194611,  -0.01,194710,   1.56
198405,   -5.98,    0.14,    0.26,    2.41,   -0.51,    0.78,195111,  -0.33,194612,   0.00,194711,   4.26
198406,    1.81,    0.16,   -2.75,    3.08,   -1.57,    0.75,195112,  -2.14,194701,   4.62,194712,   3.64
198407,   -2.72,   -2.21,    0.39,    3.52,   -2.16,    0.82,195201,  -1.02,194702,   0.83,194801,  -4.19
198408,   10.27,   -0.28,   -1.74,   -0.73,   -0.91,    0.83,195202,   0.90,194703,   0.33,194802,   1.41
198409,   -0.80,   -0.04,    5.25,    1.37,    2.39,    0.86,195203,  -2.36,194704,  -2.83,194803,  -0.25
198410,   -0.84,   -1.34,    0.59,    1.14,   -1.04,    1.00,195204,   1.83,194705,  -2.03,194804,   4.16
198411,   -1.77,   -1.06,    3.87,    0.80,    1.95,    0.73,195205,  -1.85,194706,   0.41,194805,   2.33
198412,    1.84,   -0.74,   -0.29,    1.28,   -1.28,    0.64,195206,  -1.83,194707,   2.20,194806,   3.97
198501,    7.97,    3.45,   -5.21,   -0.99,   -3.46,    0.65,195207,  -0.60,194708,   1.59,194807,  -1.60
198502,    1.22,    0.97,   -0.24,    1.42,    1.10,    0.58,195208,   0.43,194709,  -0.40,194808,   0.20
198503,   -0.84,   -1.38,    4.01,    1.23,    2.86,    0.62,195209,   0.89,194710,   2.25,194809,  -1.36
198504,   -0.96,   -0.14,    3.60,    1.62,    0.71,    0.72,195210,   0.55,194711,   0.05,194810,   2.73
198505,    5.07,   -2.36,   -0.98,    1.27,   -1.43,    0.66,195211,  -0.78,194712,  -0.62,194811,   0.58
198506,    1.27,    0.21,    0.38,    1.69,   -1.02,    0.55,195212,  -0.72,194801,   3.99,194812,   4.66
198507,   -0.72,    2.85,   -1.62,   -0.36,   -0.37,    0.62,195301,   1.51,194802,   0.68,194901,  -2.92
198508,   -1.01,   -0.30,    2.34,   -0.16,    1.93,    0.55,195302,   0.98,194803,   6.07,194902,  -0.43
198509,   -4.50,   -1.84,    1.21,    1.11,    1.58,    0.60,195303,   1.01,194804,  -0.33,194903,  -0.79
198510,    4.00,   -1.47,    0.77,    0.88,   -1.06,    0.65,195304,   1.85,194805,   1.07,194904,   3.13
198511,    6.46,   -0.05,   -2.91,    0.32,   -2.35,    0.61,195305,  -1.24,194806,   1.09,194905,   3.06
198512,    3.88,   -0.41,   -1.46,    0.96,   -1.77,    0.65,195306,  -0.95,194807,   1.46,194906,  -1.29
198601,    0.65,    0.95,    0.46,   -1.99,   -1.99,    0.56,195307,  -0.60,194808,   0.58,194907,  -1.47
198602,    7.14,   -0.72,   -0.63,    1.16,   -1.23,    0.53,195308,   0.78,194809,   0.35,194908,   1.58
198603,    4.91,   -0.63,   -0.39,    1.00,    0.81,    0.60,195309,  -0.38,194810,   2.52,194909,  -1.40
198604,   -1.28,    2.81,   -2.81,    2.90,   -0.10,    0.52,195310,  -3.46,194811,   3.96,194910,   0.02
198605,    4.63,   -1.29,   -0.14,    2.07,    1.10,    0.49,195311,  -0.69,194812,   0.10,194911,   1.25
198606,    1.06,   -0.87,    1.20,    1.85,    0.83,    0.52,195312,  -1.23,194901,   4.33,194912,  -0.82
198607,   -6.43,   -3.53,    4.66,   -0.55,    0.81,    0.52,195401,  -0.41,194902,  -1.11,195001,  -2.36
198608,    6.07,   -4.34,    3.54,   -1.71,    3.32,    0.46,195402,  -0.94,194903,   2.62,195002,   1.37
198609,   -8.59,    2.10,    3.23,   -0.17,    3.71,    0.45,195403,  -2.18,194904,   0.55,195003,   1.47
198610,    4.64,   -2.37,   -1.42,   -0.01,    1.01,    0.46,195404,  -3.08,194905,  -1.73,195004,   0.26
198611,    1.16,   -1.86,   -0.02,    0.98,    0.70,    0.39,195405,  -1.16,194906,  -0.27,195005,   0.36
198612,   -3.26,    0.19,    0.36,    0.87,    0.09,    0.49,195406,  -1.14,194907,   2.63,195006,  -1.59
198701,   12.44,   -1.61,   -3.18,    0.17,   -1.03,    0.42,195407,   0.72,194908,   1.14,195007,  -0.51
198702,    4.37,    3.36,   -5.86,   -0.79,   -2.55,    0.43,195408,   0.14,194909,   0.43,195008,   3.24
198703,    1.63,    0.32,    1.66,    1.30,    4.17,    0.47,195409,  -3.35,194910,   0.53,195009,  -0.18
198704,   -2.09,   -1.58,   -0.36,   -0.52,    1.16,    0.44,195410,  -0.98,194911,   0.36,195010,   1.51
198705,    0.11,   -0.58,    0.22,    0.49,    1.13,    0.38,195411,  -1.66,194912,   0.65,195011,   3.52
198706,    3.91,   -2.11,    1.13,    1.56,    1.07,    0.48,195412,  -0.03,195001,   0.73,195012,   4.94
198707,    3.84,   -1.07,    0.94,   -0.65,    1.58,    0.46,195501,  -1.06,195002,   1.12,195101,   2.32
198708,    3.52,   -1.01,   -0.98,    2.11,   -1.55,    0.47,195502,  -1.81,195003,   0.92,195102,  -1.95
198709,   -2.58,    0.45,    0.26,   -0.88,    1.82,    0.45,195503,   0.07,195004,   2.04,195103,  -2.93
198710,  -23.19,   -7.91,    4.18,    2.29,    2.24,    0.60,195504,  -0.03,195005,  -1.11,195104,   5.98
198711,   -7.76,    2.78,    3.14,   -1.93,    0.60,    0.35,195505,  -0.05,195006,   1.04,195105,  -0.96
198712,    6.82,   -0.01,   -4.42,    3.13,   -2.46,    0.39,195506,  -3.26,195007,   0.61,195106,  -2.45
198801,    4.21,   -0.56,    4.93,   -1.19,    2.10,    0.29,195507,  -0.34,195008,   5.28,195107,   7.18
198802,    4.77,    3.30,   -1.53,    1.51,    0.06,    0.46,195508,   0.14,195009,   0.35,195108,   0.66
198803,   -2.26,    6.11,    0.86,   -0.23,    1.78,    0.44,195509,   0.06,195010,   2.72,195109,   0.59
198804,    0.56,    1.09,    1.51,   -0.09,    1.90,    0.46,195510,  -0.19,195011,   1.07,195110,  -0.21
198805,   -0.27,   -2.52,    2.44,   -0.77,    0.30,    0.51,195511,  -3.14,195012,  -5.69,195111,   0.47
198806,    4.78,    2.07,   -1.35,    1.52,   -3.52,    0.49,195512,  -0.48,195101,   3.02,195112,   1.75
198807,   -1.25,   -0.18,    2.18,   -0.49,    1.53,    0.51,195601,   1.31,195102,   2.54,195201,   1.37
198808,   -3.31,   -0.02,    2.14,   -0.85,    1.65,    0.59,195602,  -1.78,195103,  -0.34,195202,  -0.68
198809,    3.31,   -1.38,   -0.75,    1.76,   -0.55,    0.62,195603,  -2.85,195104,   1.76,195203,   1.65
198810,    1.16,   -2.97,    2.03,    1.39,    0.99,    0.61,195604,  -1.15,195105,   1.86,195204,  -2.01
198811,   -2.27,   -1.58,    1.47,   -0.36,    1.64,    0.57,195605,   0.10,195106,  -1.98,195205,   0.56
198812,    1.48,    1.94,   -1.83,    0.69,   -0.38,    0.63,195606,  -1.51,195107,   3.99,195206,   1.49
198901,    6.06,   -2.26,    0.61,   -0.97,    0.11,    0.55,195607,  -1.91,195108,   0.17,195207,  -0.55
198902,   -2.23,    2.70,    0.99,   -0.84,    1.88,    0.61,195608,   0.61,195109,   1.18,195208,   0.34
198903,    1.57,    0.68,    0.47,   -0.01,    0.65,    0.67,195609,   1.04,195110,   2.40,195209,   1.73
198904,    4.35,   -0.75,   -1.48,    0.73,   -0.48,    0.67,195610,  -0.37,195111,   1.07,195210,   2.73
198905,    3.28,   -0.06,   -0.90,    0.45,   -0.26,    0.79,195611,   2.42,195112,   1.42,195211,   0.36
198906,   -1.33,   -1.04,    2.21,    0.13,    1.52,    0.71,195612,  -1.30,195201,   1.79,195212,   1.54
198907,    7.18,   -4.11,   -2.80,    2.05,   -0.56,    0.70,195701,   4.94,195202,   1.07,195301,   0.74
198908,    1.43,    0.48,    0.62,    0.36,   -0.61,    0.74,195702,   1.10,195203,   0.69,195302,   0.80
198909,   -0.76,    0.47,   -1.27,    1.39,    0.58,    0.65,195703,  -0.63,195204,   0.38,195303,   0.14
198910,   -3.65,   -3.30,   -1.16,    0.08,   -0.11,    0.68,195704,  -1.89,195205,   1.65,195304,   1.84
198911,    1.04,   -1.26,   -1.13,   -0.74,    1.38,    0.69,195705,  -2.11,195206,   0.74,195305,   0.91
198912,    1.18,   -2.28,    0.15,   -0.07,    1.31,    0.61,195706,  -1.51,195207,   1.10,195306,   0.00
199001,   -7.80,   -1.21,    0.83,   -1.12,    1.40,    0.57,195707,  -0.48,195208,   0.36,195307,  -0.37
199002,    1.11,    1.15,    0.65,   -0.04,   -0.61,    0.57,195708,   2.13,195209,  -1.20,195308,   2.12
199003,    1.83,    1.59,   -2.90,    1.99,   -0.94,    0.64,195709,   2.44,195210,   0.77,195309,   2.90
199004,   -3.36,   -0.35,   -2.57,    1.78,   -1.00,    0.69,195710,  -0.11,195211,   1.86,195310,   0.25
199005,    8.44,   -2.41,   -3.89,    1.68,   -1.63,    0.68,195711,  -0.72,195212,   2.07,195311,   1.96
199006,   -1.09,    1.31,   -2.00,   -0.99,   -0.39,    0.63,195712,   1.69,195301,   2.13,195312,   5.21
199007,   -1.90,   -3.15,   -0.06,   -0.10,    3.21,    0.68,195801,   2.60,195302,  -0.58,195401,  -5.84
199008,  -10.13,   -3.79,    1.56,   -0.48,    2.99,    0.66,195802,   0.74,195303,   0.63,195402,   1.04
199009,   -6.11,   -3.72,    0.59,    0.03,    3.62,    0.60,195803,  -0.50,195304,   0.66,195403,   2.13
199010,   -1.91,   -5.06,    0.08,    3.17,   -0.25,    0.68,195804,   1.14,195305,   0.33,195404,   5.08
199011,    6.35,    0.02,   -2.97,    0.58,   -4.71,    0.57,195805,   0.31,195306,  -0.09,195405,  -2.02
199012,    2.48,    0.60,   -1.57,    2.66,   -1.98,    0.60,195806,  -0.69,195307,   0.85,195406,   3.55
199101,    4.69,    3.87,   -1.48,    1.34,   -4.07,    0.52,195807,  -2.08,195308,   0.35,195407,   0.43
199102,    7.21,    4.02,   -0.62,   -0.06,   -0.34,    0.48,195808,   0.62,195309,  -0.77,195408,  -0.67
199103,    2.67,    3.81,   -1.30,   -0.52,   -0.99,    0.44,195809,  -0.61,195310,   0.22,195409,   1.66
199104,   -0.29,    0.35,    1.49,    0.67,    0.81,    0.53,195810,  -1.18,195311,  -0.18,195410,   0.92
199105,    3.66,    0.14,   -0.52,    2.07,   -2.36,    0.47,195811,  -0.31,195312,  -1.38,195411,   1.87
199106,   -4.94,    0.30,    1.08,    1.75,    0.68,    0.42,195812,  -0.33,195401,   5.00,195412,  -1.40
199107,    4.24,   -1.00,   -1.30,    1.60,   -1.44,    0.49,195901,   1.90,195402,   1.23,195501,   1.47
199108,    2.32,    1.42,   -0.79,    0.85,   -0.32,    0.46,195902,   0.34,195403,   0.10,195502,   1.04
199109,   -1.59,    1.58,   -1.23,   -1.77,   -0.04,    0.46,195903,  -0.39,195404,  -1.42,195503,   0.96
199110,    1.29,    0.85,   -0.43,   -1.65,   -0.30,    0.42,195904,  -0.44,195405,   2.57,195504,  -0.01
199111,   -4.20,   -0.88,   -1.77,    1.10,   -0.12,    0.39,195905,   0.92,195406,   1.92,195505,   0.61
199112,   10.86,   -2.41,   -4.23,    3.67,   -3.14,    0.38,195906,  -0.12,195407,   1.27,195506,   4.72
199201,   -0.59,    9.19,    4.67,   -1.17,    3.25,    0.34,195907,  -0.38,195408,   2.08,195507,  -1.22
199202,    1.09,    1.30,    6.51,    0.07,    2.25,    0.28,195908,  -1.11,195409,  -0.34,195508,   1.76
199203,   -2.66,   -0.89,    3.49,   -0.06,    1.82,    0.34,195909,  -0.24,195410,   0.33,195509,   1.83
199204,    1.09,   -5.75,    4.36,    1.65,    2.40,    0.32,195910,  -0.09,195411,  -0.56,195510,  -0.52
199205,    0.30,    0.20,    1.11,   -0.91,    0.49,    0.28,195911,  -0.34,195412,  -0.26,195511,   2.57
199206,   -2.33,   -2.76,    3.24,   -0.06,    0.95,    0.32,195912,  -0.53,195501,   1.73,195512,  -1.30
199207,    3.78,   -0.65,   -0.51,    1.24,   -0.97,    0.31,196001,   0.94,195502,   1.61,195601,  -1.48
199208,   -2.38,   -0.39,   -1.09,    3.66,   -1.64,    0.26,196002,  -0.83,195503,   1.21,195602,   2.01
199209,    1.19,    0.47,   -0.19,    1.61,   -0.68,    0.26,196003,  -1.53,195504,   1.32,195603,   3.52
199210,    1.02,    2.09,   -1.98,    1.19,   -0.91,    0.23,196004,  -1.18,195505,   0.07,195604,   2.67
199211,    4.14,    3.88,   -1.52,   -0.54,   -1.58,    0.23,196005,  -3.38,195506,  -0.84,195605,  -1.60
199212,    1.53,    1.65,    2.64,   -0.52,    0.83,    0.28,196006,   0.05,195507,  -1.43,195606,   2.67
199301,    0.93,    1.94,    5.90,   -1.90,    2.94,    0.23,196007,   0.21,195508,   2.58,195607,   2.53
199302,    0.12,   -3.37,    6.48,   -0.47,    4.15,    0.22,196008,   0.95,195509,   2.51,195608,  -0.71
199303,    2.32,    0.09,    1.26,   -0.22,    0.82,    0.25,196009,   1.23,195510,  -0.06,195609,  -0.76
199304,   -3.05,   -0.81,    2.55,   -3.69,    1.38,    0.24,196010,   1.29,195511,   3.57,195610,   2.40
199305,    2.89,    1.94,   -3.46,   -0.14,   -1.03,    0.22,196011,  -2.53,195512,  -0.07,195611,   3.42
199306,    0.30,    0.12,    2.64,   -0.91,    1.16,    0.25,196012,  -0.57,195601,   0.92,195612,   3.79
199307,   -0.34,    0.96,    2.87,   -1.84,    2.05,    0.24,196101,   3.58,195602,   2.93,195701,  -3.06
199308,    3.72,    0.08,    0.18,   -1.52,    0.04,    0.25,196102,  -2.80,195603,  -2.38,195702,   0.36
199309,   -0.12,    3.02,   -0.24,    0.25,   -0.19,    0.26,196103,  -3.08,195604,  -1.50,195703,  -0.27
199310,    1.41,    1.86,   -2.78,    0.61,    0.56,    0.22,196104,   0.86,195605,   2.01,195704,   0.98
199311,   -1.86,   -1.31,   -0.78,    2.19,   -1.03,    0.25,196105,   0.74,195606,   0.99,195705,   0.17
199312,    1.65,    1.35,    0.25,    1.14,   -0.35,    0.23,196106,  -1.68,195607,  -1.20,195706,   0.69
199401,    2.87,   -0.05,    1.10,   -1.54,    1.39,    0.25,196107,  -0.27,195608,   2.08,195707,  -0.03
199402,   -2.55,    2.62,   -1.52,    2.08,   -0.94,    0.21,196108,  -1.66,195609,  -1.36,195708,   0.46
199403,   -4.79,   -1.03,    1.67,    0.65,    1.39,    0.27,196109,  -2.73,195610,   0.54,195709,   0.60
199404,    0.68,   -1.00,    1.66,    1.05,    1.14,    0.27,196110,  -0.41,195611,  -1.44,195710,   2.02
199405,    0.58,   -2.49,    0.60,    0.64,    0.60,    0.32,196111,  -2.51,195612,   0.03,195711,   1.29
199406,   -3.04,   -0.52,    1.77,    1.05,    1.50,    0.31,196112,   3.32,195701,   3.60,195712,   7.81
199407,    2.82,   -1.87,    0.61,   -0.66,    0.10,    0.28,196201,   6.76,195702,  -0.09,195801,  -7.72
199408,    4.02,    1.44,   -2.55,    0.98,   -1.52,    0.37,196202,   1.12,195703,   1.08,195802,   3.72
199409,   -2.28,    2.71,   -1.81,    0.56,    1.06,    0.37,196203,  -1.12,195704,  -0.58,195803,  -1.65
199410,    1.35,   -2.22,   -1.66,    0.18,   -0.73,    0.38,196204,   0.53,195705,   0.08,195804,   1.90
199411,   -4.03,    0.09,   -0.73,    0.48,   -0.53,    0.37,196205,   3.34,195706,  -0.85,195805,  -1.74
199412,    0.86,   -0.05,   -0.09,    0.40,    0.36,    0.44,196206,   1.71,195707,   0.52,195806,  -0.89
199501,    1.80,   -3.07,    2.59,    0.15,   -0.65,    0.42,196207,  -1.87,195708,   0.35,195807,  -3.56
199502,    3.63,   -0.49,    0.99,    0.61,   -0.40,    0.40,196208,  -1.09,195709,  -4.00,195808,   0.14
199503,    2.19,   -0.53,   -2.13,   -0.13,    0.23,    0.46,196209,   1.76,195710,  -3.45,195809,  -1.13
199504,    2.11,   -0.26,    1.67,    0.43,    0.82,    0.44,196210,   0.82,195711,  -0.11,195810,   3.13
199505,    2.90,   -2.17,    2.28,    0.41,    0.01,    0.54,196211,   0.81,195712,  -1.20,195811,   1.53
199506,    2.72,    3.05,   -2.54,   -0.23,   -2.39,    0.47,196212,  -0.47,195801,   5.52,195812,  -0.71
199507,    3.71,    2.12,   -1.58,    0.22,   -1.58,    0.45,196301,   1.63,195802,   1.79,195901,  -0.29
199508,    0.55,    1.70,    2.68,   -1.17,    1.49,    0.47,196302,   0.70,195803,   1.00,195902,   3.40
199509,    3.36,   -1.86,   -0.11,    0.99,    0.40,    0.43,196303,   1.29,195804,  -0.42,195903,   0.22
199510,   -1.51,   -4.07,   -0.49,    1.93,   -0.10,    0.47,196304,   1.02,195805,   1.37,195904,   3.16
199511,    3.96,   -1.06,    0.52,   -0.57,    1.00,    0.42,196305,   2.41,195806,   1.97,195905,   1.50
199512,    1.04,    0.65,    0.24,   -1.44,    3.02,    0.49,196306,  -0.21,195807,   2.83,195906,   3.14
199601,    2.26,   -2.64,    0.46,    0.26,    2.30,    0.43,196307,  -1.01,195808,   1.71,195907,  -0.35
199602,    1.33,    1.77,   -1.05,    0.16,   -1.89,    0.39,196308,   1.53,195809,   2.52,195908,  -1.00
199603,    0.74,    1.56,    0.42,    1.44,   -0.95,    0.39,196309,  -0.13,195810,   1.34,195909,   0.78
199604,    2.05,    4.70,   -3.97,   -0.20,   -2.03,    0.46,196310,  -0.28,195811,   0.71,195910,   3.43
199605,    2.36,    3.23,   -0.90,    0.03,   -0.33,    0.42,196311,   0.01,195812,   1.73,195911,   2.29
199606,   -1.13,   -3.67,    2.33,    3.50,    1.20,    0.40,196312,   0.01,195901,   1.11,195912,   1.03
199607,   -5.96,   -3.78,    5.19,    2.90,    2.68,    0.45,196401,   0.07,195902,   0.60,196001,  -3.51
199608,    2.77,    2.58,   -0.82,   -0.38,   -2.47,    0.41,196402,   1.36,195903,   0.41,196002,   4.00
199609,    5.01,   -1.41,   -2.74,    1.30,   -2.13,    0.44,196403,   3.88,195904,   0.76,196003,   1.41
199610,    0.87,   -3.79,    4.88,    1.38,    2.97,    0.42,196404,  -2.49,195905,  -0.78,196004,   2.84
199611,    6.25,   -3.82,    1.40,    2.06,   -0.69,    0.41,196405,  -0.12,195906,   0.88,196005,   4.79
199612,   -1.70,    3.19,    1.28,    0.23,    1.49,    0.46,196406,  -0.50,195907,  -0.11,196006,   0.89
199701,    4.97,   -1.82,   -1.44,    1.22,   -0.07,    0.45,196407,   0.05,195908,  -0.49,196007,  -0.70
199702,   -0.48,   -2.54,    5.61,    0.72,    3.47,    0.39,196408,  -0.81,195909,  -0.09,196008,   1.51
199703,   -5.02,   -0.41,    3.39,    0.39,    1.53,    0.43,196409,   3.73,195910,   1.09,196009,   0.38
199704,    4.04,   -5.70,    0.00,    3.36,   -1.02,    0.43,196410,  -0.72,195911,  -1.57,196010,   1.26
199705,    6.73,    4.68,   -4.11,   -1.04,   -2.76,    0.49,196411,  -1.63,195912,   1.46,196011,   3.64
199706,    4.10,    1.17,    1.44,    0.56,    0.45,    0.37,196412,  -1.63,196001,   3.68,196012,   1.36
199707,    7.31,   -2.74,    0.13,    0.18,   -2.56,    0.43,196501,   2.36,196002,  -0.52,196101,  -4.12
199708,   -4.09,    7.50,    1.13,   -1.02,   -0.17,    0.41,196502,   2.86,196003,  -0.82,196102,   0.99
199709,    5.34,    2.48,    0.24,   -1.58,   -0.93,    0.44,196503,   0.61,196004,  -2.30,196103,   4.32
199710,   -3.81,   -0.56,    2.33,    0.75,    2.01,    0.42,196504,   0.18,196005,  -3.54,196104,   3.62
199711,    2.99,   -5.01,    1.22,    3.08,    1.73,    0.39,196505,  -0.04,196006,   1.16,196105,  -1.57
199712,    1.36,   -2.09,    3.74,    0.64,    1.95,    0.48,196506,  -1.84,196007,   1.11,196106,   0.30
199801,    0.14,   -1.28,   -1.68,    0.91,   -0.62,    0.43,196507,   1.52,196008,  -1.65,196107,   0.22
199802,    7.04,    0.05,   -0.93,   -0.37,   -2.58,    0.39,196508,   1.61,196009,  -0.01,196108,   1.64
199803,    4.76,   -0.73,    1.38,   -0.55,   -0.23,    0.39,196509,   1.99,196010,  -2.19,196109,   0.79
199804,    0.74,    0.01,    1.03,   -1.68,   -0.36,    0.43,196510,   0.90,196011,   1.15,196110,   3.07
199805,   -3.05,   -3.00,    3.41,    1.03,    2.47,    0.40,196511,   0.98,196012,   0.80,196111,   1.34
199806,    3.21,   -3.61,   -2.03,   -0.26,   -3.03,    0.41,196512,  -0.30,196101,   1.30,196112,  -2.18
199807,   -2.42,   -5.20,   -1.83,    1.64,    0.76,    0.40,196601,   1.51,196102,   1.33,196201,  -2.04
199808,  -16.05,   -4.97,    3.57,    3.35,    5.78,    0.43,196602,   1.38,196103,   1.47,196202,  -1.00
199809,    6.19,   -0.89,   -3.51,   -1.84,   -2.84,    0.46,196603,   0.56,196104,   1.95,196203,   1.89
199810,    6.98,   -3.36,   -2.33,    0.88,    0.18,    0.32,196604,   1.62,196105,   3.57,196204,   2.94
199811,    6.07,    0.76,   -3.24,   -0.92,   -0.92,    0.31,196605,  -0.94,196106,   1.36,196205,   0.46
199812,    6.15,   -1.50,   -4.25,   -0.69,   -3.26,    0.38,196606,   1.42,196107,   1.36,196206,   6.40
199901,    3.47,   -0.82,   -4.46,   -2.80,   -6.41,    0.35,196607,  -0.43,196108,   1.00,196207,   0.51
199902,   -4.08,   -5.15,    1.95,   -1.23,    4.08,    0.35,196608,   2.23,196109,  -1.62,196208,  -0.57
199903,    3.48,   -4.37,   -2.61,   -4.05,   -1.07,    0.43,196609,  -1.57,196110,  -1.41,196209,   3.96
199904,    4.34,    4.52,    2.40,   -2.47,    0.84,    0.37,196610,   0.08,196111,  -0.44,196210,   0.79
199905,   -2.46,    3.75,    2.49,    0.95,    3.18,    0.34,196611,  -0.14,196112,   1.17,196211,  -7.19
199906,    4.77,    2.34,   -3.22,    0.93,   -2.91,    0.40,196612,   0.34,196201,   0.94,196212,   5.90
199907,   -3.49,    2.54,   -0.18,    0.29,    3.27,    0.38,196701,   0.54,196202,   0.86,196301,  -2.13
199908,   -1.37,   -1.67,   -1.93,   -0.24,    0.72,    0.39,196702,   2.20,196203,   0.83,196302,   2.52
199909,   -2.77,    2.48,   -2.90,   -0.96,   -0.99,    0.39,196703,  -0.73,196204,  -0.84,196303,   1.58
199910,    6.09,   -7.13,   -2.88,   -1.75,   -0.87,    0.39,196704,  -3.69,196205,  -0.22,196304,  -0.10
199911,    3.41,    5.69,   -5.65,   -4.18,   -1.84,    0.36,196705,  -0.30,196206,  -2.91,196305,   0.29
199912,    7.66,    5.10,   -7.66,   -8.00,   -5.87,    0.44,196706,  -0.46,196207,   3.52,196306,   1.16
200001,   -4.74,    4.21,   -1.12,   -6.15,    4.56,    0.41,196707,  -1.58,196208,  -0.14,196307,   1.01
200002,    2.45,   18.46,   -9.77,  -18.95,   -1.13,    0.43,196708,   0.27,196209,   2.40,196308,   1.00
200003,    5.21,  -15.54,    8.50,   11.65,   -1.20,    0.47,196709,  -0.91,196210,  -2.06,196309,   0.12
200004,   -6.35,   -4.75,    6.45,    8.07,    5.63,    0.46,196710,   0.27,196211,   5.21,196310,   3.13
200005,   -4.39,   -3.86,    4.59,    4.05,    1.47,    0.50,196711,  -2.13,196212,   5.05,196311,  -0.78
200006,    4.68,    9.95,   -8.04,   -8.31,   -3.17,    0.40,196712,   1.78,196301,   4.61,196312,   1.84
200007,   -2.48,   -0.94,    8.06,    5.72,    2.98,    0.48,196801,   6.11,196302,   1.38,196401,   1.02
200008,    7.03,   -0.95,   -1.37,   -3.06,    1.21,    0.50,196802,   2.52,196303,   1.50,196402,   0.33
200009,   -5.44,    0.27,    7.24,    2.70,    5.54,    0.51,196803,  -2.40,196304,  -0.97,196403,   0.69
200010,   -2.78,   -2.58,    5.58,    9.54,    3.71,    0.56,196804,  -4.73,196305,   0.08,196404,  -0.64
200011,  -10.70,   -0.35,   12.24,   13.05,    8.35,    0.51,196805,  -1.91,196306,   1.83,196405,   2.53
200012,    1.18,    3.26,    7.55,    1.92,    4.82,    0.50,196806,   2.71,196307,  -0.07,196406,   0.47
200101,    3.25,    5.23,   -5.05,   -5.20,   -5.21,    0.54,196807,   6.26,196308,   1.42,196407,  -0.38
200102,  -10.03,    2.87,   12.23,    9.12,    9.01,    0.38,196808,   0.82,196309,   1.20,196408,  -0.25
200103,   -7.25,    2.33,    6.47,    3.34,    3.72,    0.42,196809,  -0.08,196310,  -1.57,196409,  -0.39
200104,    7.94,   -0.88,   -4.64,   -3.18,   -3.19,    0.39,196810,   2.67,196311,   1.15,196410,   0.19
200105,    0.68,    3.55,    3.38,    0.29,    1.95,    0.32,196811,  -2.18,196312,   0.27,196411,   1.10
200106,   -1.94,    6.69,   -1.26,    1.57,   -1.67,    0.28,196812,  -0.89,196401,  -0.36,196412,  -0.69
